0.4375	0.2453	0.2123	0.6641	0.2581	0	0	3	0	0	0	2	3	1
0.5208	0.1509	0.2009	0.6641	0.2581	0	0	3	0	0	0	2	3	1
0.625	0.5283	0.1963	0.6565	0.2581	0	1	3	1	0	0	1	3	1
0.875	0.1698	0.0525	0.4122	0.2581	0	0	4	0	0	0	2	3	1
0.2917	0.5283	0.2763	0.7634	0.2419	0	1	4	0	0	0	1	3	1
0.5833	0.1509	0.1712	0.4198	0.2419	0	1	4	0	0	1	2	6	1
0.8125	0.2453	0.1941	0.3359	0.2419	0	0	3	0	2	0	2	3	1
0.125	0.4151	0.1301	0.8473	0.2258	0	0	4	0	0	0	1	3	1
0.2292	0.434	0.1667	0.8168	0.2258	0	1	1	0	0	1	1	7	1
0.25	0.3396	0.1781	0.771	0.2258	0	0	2	0	2	0	1	3	1
0.5417	0.3868	0.2831	0.687	0.2258	0	0	2	0	2	0	2	3	1
0.3542	0.4528	0.1164	0.6794	0.2258	0	0	3	0	2	1	3	3	1
0.5625	0.434	0.3836	0.626	0.2097	0	0	2	0	2	0	2	3	1
0.2917	0.1981	0.4041	0.8397	0.1935	0	1	4	0	0	0	2	3	1
0.4792	0.5472	0.3927	0.8168	0.1935	0	1	1	1	0	0	2	7	1
0.5208	0.434	0.258	0.6794	0.1935	0	1	4	0	0	0	1	3	1
0.6875	0.434	0.6119	0.6565	0.1935	0	0	4	0	2	0	2	3	1
0.5	0.3396	0.1621	0.6183	0.1935	0	1	3	1	2	0	3	3	1
0.4583	0.0566	0.2192	0.5496	0.1935	0	1	3	0	0	1	2	3	1
0.4375	0.2453	0.2694	0.6947	0.1774	0	0	2	0	0	0	1	3	1
0.9792	0.434	0.1621	0.3435	0.1774	0	0	3	0	1	0	2	3	1
0.6042	0.5283	0.3584	0.6947	0.1613	0	0	1	1	2	0	1	3	1
0.6667	0.5283	0.2671	0.5038	0.1613	0	1	3	1	0	1	2	3	1
0.6042	0.0566	0.2785	0.3893	0.1613	0	0	4	0	2	0	2	3	1
0.6458	0.5283	0.2603	0.7634	0.1452	0	0	1	0	0	0	1	3	1
0.2708	0.2453	0.2603	0.9389	0.129	0	1	3	1	0	0	3	7	1
0.5625	0.2453	0.2511	0.8168	0.129	0	1	2	0	0	0	1	3	1
0.75	0.6226	0.5342	0.6107	0.129	0	0	3	0	2	0	1	3	1
0.75	0.5755	0.3265	0.5878	0.129	0	0	3	0	0	0	1	3	1
0.1042	0.2264	0.1918	0.9237	0.1129	0	0	2	0	0	0	1	3	1
0.3333	0.3396	0.2466	0.7939	0.0968	0	0	2	0	2	0	2	3	1
0.3125	0.1321	0.0342	0.7939	0.0968	0	0	3	0	0	0	2	3	1
0.4167	0.3396	0.3196	0.7634	0.0968	0	1	2	0	0	0	1	3	1
0.5833	0.2453	0.5205	0.7023	0.0968	0	0	4	0	0	1	1	3	1
0.4583	0.2453	0.3858	0.6565	0.0968	0	0	3	0	2	0	1	3	1
0.6042	0.1038	0.2603	0.6336	0.0968	0	1	3	0	2	1	2	7	1
0.4583	0.1509	0.1119	0.3969	0.0968	0	1	3	0	0	0	1	3	1
0.2708	0.0755	0.3174	0.3893	0.0968	0	0	4	0	2	0	2	3	1
0.4792	0.7358	0.1667	0.6947	0.0806	0	1	3	1	0	0	1	7	1
0.625	0.3868	0.2466	0.687	0.0806	0	1	4	0	0	0	2	7	1
0.4583	0.3396	0.2968	0.5954	0.0806	0	0	3	0	2	0	1	3	1
0.3125	0.3396	0.2443	0.8244	0.0645	0	1	3	0	0	1	1	3	1
0.7708	0.2453	0.4018	0.6107	0.0645	0	1	4	0	2	0	2	3	1
0.5833	0.434	0.1507	0.5878	0.0645	0	1	4	0	0	0	2	6	1
0.5208	0.2453	0.3014	0.5802	0.0645	0	1	3	0	2	0	2	7	1
0.5	0.3396	0.3151	0.5496	0.0645	0	0	4	0	2	0	2	3	1
0.75	0.2453	0.1164	0.5267	0.0645	0	1	4	0	0	0	1	7	1
0.3958	0.3396	0.2717	0.8321	0.0323	0	1	2	0	2	0	2	3	1
0.4792	0.2453	0.4543	0.771	0.0323	0	1	2	0	0	0	1	3	1
0.2917	0.2642	0.1986	0.7176	0.0323	0	0	3	0	0	0	2	3	1
0.3333	0.4151	0.2511	0.6183	0.0323	0	0	4	0	2	1	2	3	1
0.3958	0.3396	0.3402	0.5191	0.0323	0	0	3	0	0	0	1	3	1
0.7292	0.434	0.4269	0.4733	0.0323	0	0	3	0	0	0	1	7	1
0.4792	0.3962	0.1598	0.7481	0.0161	0	0	3	0	2	0	2	3	1
0.375	0.1698	0.1781	0.5496	0.0161	0	1	4	0	0	0	1	3	1
0	0.3396	0.1781	1	0	0	1	2	0	2	0	1	3	1
0.4792	0.2264	0.137	0.9084	0	0	1	1	0	2	0	2	6	1
0.3125	0.3396	0.2123	0.8931	0	0	1	2	0	2	0	1	3	1
0.4583	0.434	0.3082	0.8779	0	0	1	4	0	2	1	1	3	1
0.3958	0.2642	0.2192	0.8779	0	0	1	4	0	2	0	1	3	1
0.3333	0.1981	0.3059	0.8702	0	0	1	4	0	2	0	1	3	1
0.4792	0.3208	0.1804	0.8626	0	0	1	2	1	0	0	1	3	1
0.2083	0.434	0.4452	0.8473	0	0	1	3	0	2	0	1	3	1
0.625	0.4151	0.3311	0.8473	0	0	1	4	0	2	0	1	3	1
0.3125	0.434	0.2489	0.8321	0	0	1	3	0	2	0	1	3	1
0.25	0.1698	0.2831	0.8244	0	0	1	3	0	0	0	1	3	1
0.2083	0	0.1667	0.8244	0	0	0	3	0	0	0	1	3	1
0.2708	0.434	0.2283	0.8168	0	0	1	4	0	0	0	1	3	1
0.1042	0.2264	0.1279	0.7863	0	0	1	1	0	2	0	1	3	1
0.3125	0.2453	0.3128	0.7786	0	0	1	2	0	0	0	1	7	1
0.2708	0.2453	0.1895	0.7786	0	0	0	3	0	0	0	2	3	1
0.6042	0.2453	0.4886	0.771	0	0	0	3	0	0	0	1	3	1
0.25	0.1698	0.3242	0.771	0	0	0	3	0	2	1	1	3	1
0.7083	0.3868	0.2877	0.771	0	0	0	3	0	2	0	1	3	1
0.3542	0.1038	0.1781	0.771	0	0	0	2	0	0	0	1	3	1
0.3333	0.3208	0.4155	0.7557	0	0	1	2	0	2	0	1	3	1
0.5208	0.3868	0.4064	0.7557	0	0	0	3	1	0	0	1	3	1
0.3125	0.2453	0.2146	0.7557	0	0	1	2	0	0	0	1	3	1
0.1667	0.2453	0.2032	0.7557	0	0	0	3	0	0	0	1	3	1
0.3125	0.2453	0.2283	0.7481	0	0	1	3	0	0	0	1	3	1
0.5833	0.3585	0.1849	0.7405	0	0	1	4	0	0	1	1	7	1
0.5208	0.1321	0.3219	0.7328	0	0	0	3	0	2	0	1	3	1
0.6042	0.434	0.1941	0.7176	0	0	1	3	1	2	0	1	3	1
0.625	0.434	0.2169	0.7099	0	0	1	2	0	0	1	1	3	1
0.25	0.3019	0.411	0.7023	0	0	0	2	0	0	0	1	3	1
0.4167	0.3396	0.3265	0.7023	0	0	0	4	0	0	0	1	3	1
0.6875	0.283	0.1895	0.7023	0	0	0	4	0	0	0	1	3	1
0.4375	0.3302	0.1598	0.7023	0	0	1	3	0	0	0	1	3	1
0.2708	0.2453	0.3858	0.6947	0	0	1	2	0	0	0	1	3	1
0.4167	0.3774	0.3311	0.6947	0	0	0	2	0	0	0	2	3	1
0.2917	0.1509	0.1941	0.687	0	0	1	4	0	0	0	1	7	1
0.5	0.4151	0.2466	0.6794	0	0	0	4	0	2	0	1	3	1
0.4375	0.1509	0.2922	0.6718	0	0	0	4	0	2	0	1	3	1
0.5208	0.1321	0.4178	0.6489	0	0	1	2	0	0	0	1	7	1
0.375	0.4151	0.2991	0.6489	0	0	1	3	0	2	0	1	3	1
0.3542	0.066	0.1621	0.6489	0	0	1	2	1	0	0	1	7	1
0.5417	0.3396	0.3105	0.6412	0	0	1	2	0	0	0	1	3	1
0.7292	0.8113	0.4543	0.6336	0	0	0	4	0	0	1	1	3	1
0.25	0.1509	0.2489	0.626	0	0	1	2	0	0	0	1	3	1
0.3542	0.4151	0.2671	0.6183	0	0	0	4	0	2	1	2	3	1
0.2708	0.3396	0.1233	0.6031	0	0	1	3	0	0	0	1	3	1
0.8542	0.5849	0.2717	0.5496	0	0	1	2	0	2	0	1	3	1
0.6875	0.3208	0.1872	0.5267	0	0	1	2	1	2	0	1	3	1
0.3333	0.1698	0.0776	0.5115	0	0	0	2	0	0	0	2	3	1
0.25	0.3868	0.1758	0.4656	0	0	1	2	0	0	0	2	6	1
0.5	0.4528	0.2283	0.3053	0	0	1	4	0	2	1	1	7	1
0.6458	0.2453	0.1187	0.1908	0	0	0	3	1	0	0	1	3	1
0.6875	0.6226	0.0868	0.5649	1	1	0	4	0	2	0	3	7	2
0.4583	0.434	0.3927	0.3893	0.6774	1	1	4	0	0	1	2	7	2
0.7083	0.5283	0.6416	0.6336	0.6452	1	0	4	0	2	0	2	7	2
0.8542	0.3396	0.4475	0.2901	0.3871	1	1	4	0	2	0	2	3	2
0.6042	0.3208	0.2055	0.458	0.3548	1	1	4	0	2	1	2	7	2
0.8333	0.434	0.2922	0.5725	0.3226	1	1	3	0	2	0	2	7	2
0.4167	0.2453	0.1416	0.5191	0.3226	1	1	3	0	0	0	2	7	2
0.6875	0.4151	0.3836	0.2672	0.3065	1	0	4	1	0	0	2	3	2
0.7083	0.3396	0.4658	0.4656	0.2903	1	1	4	1	2	1	1	7	2
0.7917	0.6226	0.3653	0.2824	0.2419	1	1	4	0	2	1	2	3	2
0.5833	0.6698	0.3721	0.4046	0.1613	1	1	4	1	2	0	2	7	2
0.75	0.5283	0.226	0.3282	0.1613	1	0	4	0	2	0	2	7	2
0.4167	0.2264	0.0525	0.4198	0.129	1	1	3	0	2	0	1	3	2
1	0.2925	0.4064	0.6947	0	1	1	4	0	2	1	1	3	2
0.3333	0.4528	0.4178	0.5802	0	1	1	4	0	2	1	2	7	2
0.7708	0.6226	0.274	0.374	0	1	1	2	0	0	1	2	6	2
0.5625	1	0.3699	0.4733	0.6452	0.6667	0	4	1	2	1	3	7	2
0.6875	0.434	0.3242	0.6794	0.5806	0.6667	0	4	0	2	0	3	3	2
0.6042	0.3585	0.2237	0.7786	0.5161	0.6667	1	3	0	2	0	1	7	2
0.5208	0.2642	0.3653	0.3435	0.5161	0.6667	1	4	0	2	1	2	3	2
0.6042	0.3208	0.3037	0.4504	0.4839	0.6667	1	4	0	2	1	2	7	2
0.6458	0.4811	0.3562	0.542	0.4516	0.6667	1	4	0	2	1	2	7	2
0.6458	0.5283	0.3014	0.6565	0.4194	0.6667	0	4	0	2	0	2	7	2
0.6667	0.3774	0.2466	0.5649	0.4194	0.6667	1	1	0	0	0	2	3	2
0.7917	0.2453	0.2352	0.4427	0.4194	0.6667	1	4	0	2	1	2	7	2
0.6458	0.3396	0.1826	0.4656	0.3871	0.6667	1	4	0	2	1	2	7	2
0.7292	0.4811	0.1963	0.4656	0.3226	0.6667	1	4	0	2	0	2	6	2
0.5	0.2736	0.3562	0.1832	0.3226	0.6667	1	4	0	0	1	2	7	2
0.5625	0.3774	0.6461	0.6031	0.3065	0.6667	0	4	0	2	1	2	7	2
0.7083	0.1321	0.3265	0.7481	0.2903	0.6667	0	4	0	0	1	2	3	2
0.3542	0.434	0.4224	0.374	0.2903	0.6667	1	4	0	0	1	2	7	2
0.6875	0.2453	0.3219	0.2137	0.2903	0.6667	1	4	0	0	1	2	7	2
0.6458	0.217	0.2374	0.6794	0.2258	0.6667	1	4	1	0	1	1	7	2
0.6458	0.434	0.3813	0.7557	0.1935	0.6667	1	4	0	2	0	2	7	2
0.4792	0.2925	0.1963	0.7405	0.1613	0.6667	1	4	0	0	0	1	7	2
0.7708	0.7925	0.2329	0.7176	0.1613	0.6667	0	4	1	0	1	2	7	2
0.7917	0.0566	0.395	0.4122	0.1452	0.6667	1	4	0	2	1	2	3	2
0.75	0.1509	0.2785	0.6641	0.0968	0.6667	1	4	0	2	0	1	6	2
0.7917	0.2925	0.2922	0.7023	0.0323	0.6667	1	4	1	0	0	2	7	2
0.6042	0.2925	0.3973	0.7634	0	0.6667	1	4	0	2	0	1	7	2
0.6042	0.3962	0.4406	0.6183	0	0.6667	0	2	1	2	0	1	3	2
0.3958	0.3396	0.2968	0.6031	0	0.6667	1	4	1	2	1	1	7	2
0.6667	0.2453	0.3059	0.5267	0.5806	0.3333	1	4	0	0	1	2	7	2
0.6667	0.4151	0.0913	0.4122	0.5806	0.3333	1	4	0	2	1	2	3	2
0.8542	0.6226	0.3265	0.313	0.4677	0.3333	1	3	0	0	1	2	7	2
0.6458	0.2925	0.3014	0.5344	0.4516	0.3333	1	4	0	2	1	2	7	2
0.75	0.3868	0.2922	0.4275	0.4516	0.3333	1	4	0	2	0	2	7	2
0.5208	0.1509	0.258	0.4198	0.4516	0.3333	1	4	0	0	1	2	7	2
0.6042	0.1698	0.2374	0.7176	0.4032	0.3333	1	3	0	2	0	2	7	2
0.625	0.3019	0.21	0.4809	0.3548	0.3333	1	3	1	0	0	2	6	2
0.5208	0.283	0.3196	0.2901	0.3548	0.3333	1	4	0	2	1	2	7	2
0.7292	0.2453	0.274	0.1908	0.3548	0.3333	1	4	0	2	1	3	3	2
0.5625	0.3585	0.1324	0.2595	0.3387	0.3333	1	4	0	2	1	2	6	2
0.6042	0.4906	0.21	0.2595	0.3226	0.3333	1	4	0	0	0	2	7	2
0.6667	0.434	0.1849	0.5115	0.3065	0.3333	1	4	0	2	1	1	7	2
0.75	0.4151	0.3562	0.7863	0.2258	0.3333	1	1	1	2	0	2	3	2
0.7083	0.3396	0.2922	0.5802	0.2258	0.3333	1	4	0	2	0	2	7	2
0.6458	0.3396	0.29	0.5573	0.2258	0.3333	1	4	0	0	1	1	7	2
0.5208	0.2453	0.1416	0.3206	0.2258	0.3333	1	4	0	0	0	2	7	2
0.6875	0.2453	0.3539	0.2443	0.2258	0.3333	1	2	0	2	0	2	7	2
0.5625	0.2925	0.2808	0.5573	0.1935	0.3333	1	4	1	2	1	2	3	2
0.625	0.1509	0.258	0.542	0.1935	0.3333	1	4	0	2	1	2	7	2
0.5417	0.3585	0.5183	0.4656	0.1935	0.3333	1	4	0	0	1	2	7	2
0.6875	0.3396	0.3128	0.1985	0.1935	0.3333	0	3	0	0	0	2	7	2
0.5833	0.5472	0.3379	0.1298	0.1935	0.3333	1	4	0	0	1	2	7	2
0.375	0.1509	0.3402	0.3588	0.1613	0.3333	1	4	0	2	1	2	3	2
0.5417	0.6226	0.3721	0.5649	0.129	0.3333	1	4	0	2	1	2	7	2
0.4375	0.434	0.2443	0.7023	0.0968	0.3333	1	3	0	0	0	2	7	2
0.5625	0.3396	0.2968	0.542	0.0968	0.3333	1	3	1	2	1	2	6	2
0.5833	0.5283	0.3425	0.313	0.0968	0.3333	1	4	0	2	1	2	6	2
0.5833	0.3208	0.2352	0.6031	0.0645	0.3333	1	3	0	2	0	2	7	2
0.6042	0.0566	0.2466	0.6489	0.0161	0.3333	1	4	0	0	0	1	7	2
0.7708	0.1698	0.1963	0.4656	0.0161	0.3333	1	4	0	2	1	1	3	2
0.5208	0.9245	0.3584	0.9466	0	0.3333	1	2	0	2	0	1	7	2
0.3125	0.1509	0.1621	0.8092	0	0.3333	1	4	0	2	0	1	3	2
0.625	0.434	0.1164	0.6947	0	0.3333	1	4	0	0	1	1	7	2
0.4792	0.3208	0.2945	0.687	0	0.3333	1	4	0	0	1	1	7	2
0.4792	0.1698	0.2374	0.6794	0	0.3333	1	4	0	0	0	1	3	2
0.3125	0.1698	0.3744	0.626	0	0.3333	1	4	0	2	0	1	3	2
0.5208	0.1509	0.1826	0.2824	0	0.3333	1	4	0	2	1	2	3	2
0.5417	0.434	0.2078	0.3053	0.9032	0	1	4	0	0	1	3	7	2
0.1875	0.2453	0.2397	0.8473	0.6129	0	1	1	0	0	1	2	7	2
0.3542	0.5283	0.2397	0.5802	0.5806	0	1	3	0	0	0	2	3	2
0.625	0.717	0.4566	0.5267	0.5484	0	1	4	0	2	1	3	7	2
0.5417	0.8113	0.4589	0.3511	0.5484	0	0	4	0	1	1	2	3	2
0.5	0.434	0.1758	0.6412	0.5	0	1	4	1	2	1	3	7	2
0.6458	0.434	0.1347	0.6412	0.4839	0	1	3	0	2	0	2	3	2
0.2917	0.3585	0.4909	0.4962	0.4839	0	0	4	1	2	1	2	7	2
0.4375	0.5283	0.2671	0.4351	0.4194	0	1	4	0	2	0	2	7	2
0.8542	0.4811	0.1096	0.4122	0.4194	0	1	4	0	0	1	3	7	2
0.2917	0.2453	0.1164	0.374	0.4032	0	1	4	0	2	1	2	7	2
0.2292	0.1509	0.0936	0.3282	0.3226	0	1	4	0	2	1	2	7	2
0.6042	0.2453	0.3607	0.6794	0.2903	0	1	2	0	2	0	2	3	2
0.7292	0.2925	0.4178	0.458	0.2903	0	1	3	0	0	1	2	7	2
0.2708	0.3962	0.4315	0.4122	0.2903	0	1	4	0	0	1	2	6	2
0.4583	0.434	0.395	0.7786	0.2581	0	1	4	0	0	1	1	7	2
0.8125	0.8113	0.3379	0.6031	0.2581	0	1	3	1	2	1	2	7	2
0.125	0.2453	0.1644	0.4504	0.2581	0	1	4	0	0	1	2	7	2
0.5625	0.3396	0.3584	0.2443	0.2581	0	1	4	1	2	1	3	7	2
0.6875	0.5283	0.2694	0.6336	0.2258	0	0	4	0	0	1	2	3	2
0.4583	0.3396	0.4087	0.542	0.1935	0	0	4	0	0	1	2	7	2
0.2083	0.2264	0.2123	0.5267	0.1935	0	1	4	0	0	0	2	7	2
0.3958	0.1509	0.2352	0.7405	0.1613	0	1	2	0	0	0	3	7	2
0.6667	0.4811	0.4132	0.5725	0.1613	0	0	4	0	2	1	2	7	2
0.7917	0.2453	0.2534	0	0.1613	0	1	4	0	0	0	2	3	2
0.4375	0.4717	0.1689	0.4198	0.1452	0	1	4	0	2	1	2	7	2
0.3542	0.2453	0.2808	0.5573	0.129	0	1	4	0	2	0	1	7	2
0.6042	0.5283	0.3288	0.3053	0.129	0	1	4	0	2	1	1	7	2
0.3958	0.283	0.3379	0.7252	0.0806	0	1	4	0	2	0	2	7	2
0.5833	0.283	0.3082	0.5344	0.0484	0	1	2	0	0	0	1	7	2
0.625	0.717	0.3699	0.6718	0.0323	0	1	1	0	2	0	2	7	2
0.2292	0.5472	0.2215	0.8397	0	0	1	4	0	0	0	1	7	2
0.6667	0.3396	0.4658	0.7481	0	0	0	4	0	2	0	1	3	2
0.6458	0.6038	0.4087	0.687	0	0	0	4	0	2	0	1	3	2
0.7292	0.434	0.4772	0.6641	0	0	1	3	0	0	0	1	3	2
0.25	0.1509	0.105	0.6641	0	0	1	4	0	2	0	1	7	2
0.125	0.3019	0.3562	0.6489	0	0	1	4	0	2	1	1	7	2
0.375	0.1321	0.2671	0.6183	0	0	1	3	0	0	0	1	3	2
0.625	0.7547	0.2808	0.5496	0	0	0	4	0	0	1	2	3	2
0.625	0.6226	0.3356	0.4122	0	0	1	1	0	2	0	1	3	2
